number,name,lng,lat,region
9232,NZ School of Food Hygiene t/a Burwater Pacific,174.7596928,-36.8475851,Auckland Region
9234,Te Kokiri Development Consultancy Inc,175.274077,-40.6319102,Manawatu-Wanganui Region
9241,Te Wananga O Raukawa,175.1369537,-40.7516124,Wellington Region
9242,Anamata,176.992669,-37.9542692,Bay of Plenty Region
9244,Southern Lakes English College,168.7103616,-44.9669243,Otago Region
9247,Westport Deep Sea Fishing School,171.5993404,-41.759374,West Coast Region
9253,Te Kotahitanga E Mahi Kaha Trust,173.7977871,-35.412178,Northland Region
9270,Whakato te Matauranga,177.4161985,-39.0331363,Hawke's Bay Region
9279,Arai te Uru Kokiri Centre Charitable Trust,170.5018608,-45.8962961,Otago Region
9290,English Teaching College,-95.712891,37.09024,Manawatu-Wanganui Region
9294,Ag Challenge Ltd,175.0449491,-39.929994,Manawatu-Wanganui Region
9296,Huria Trust,176.1487212,-37.6901899,Bay of Plenty Region
9300,The Energy Trainers Ltd,176.0846334,-38.6898795,Waikato Region
9310,C Hayes Engineering Training Division,177.2900216,-38.0247021,Bay of Plenty Region
9324,Animation College of New Zealand Limited,174.7619698,-36.8560585,Auckland Region
9328,Skills Update Training and Education Group,174.8211247,-36.9777867,Auckland Region
9344,Whitireia New Zealand Ltd,174.778145,-41.2924192,Wellington Region
9352,Institute of Applied Learning Limited,174.7653786,-36.8499532,Auckland Region
9363,Patumakuku Incorporated Society,175.274077,-40.6319102,Manawatu-Wanganui Region
9381,Te Kohanga Reo Trust - Wellington,174.7707975,-41.300596,Wellington Region
9384,Trade and Commerce Centre Limited,176.8766742,-39.5073327,Hawke's Bay Region
9386,Te Whare Wananga O Awanuiarangi,176.9897981,-37.9595355,Bay of Plenty Region
9388,National Council of YMCAs of NZ,174.8898731,-41.2176472,Wellington Region
9392,Dunedin Trade Training Centre Limited,170.4994799,-45.8895229,Otago Region
9393,Nelson Training Centre,173.2823616,-41.2748648,Nelson Region
9401,Matapuna Training Centre,178.016503,-38.6608582,Gisborne Region
9409,First Aid Consultants Limited,174.9013839,-41.1156038,Wellington Region
9410,The Learning Connexion Ltd,174.9667322,-41.1786576,Wellington Region
9423,Child Matters,175.2766131,-37.7850204,Waikato Region
9429,Palmerston North School of Design,175.6094952,-40.3562454,Manawatu-Wanganui Region
9436,G and H Training Limited,176.8867353,-39.5000333,Hawke's Bay Region
9441,Opus Environmental Training Centre,174.9139504,-41.2404625,Wellington Region
9446,Kapiti Skills Centre,174.9994951,-40.9063955,Wellington Region
9458,Golden Bay Work Centre Trust,172.8071766,-40.8577257,Tasman Region
9471,Polyethnic Institute of Studies,174.8697864,-36.9604113,Auckland Region
9486,Harrington/Vaughan Academy of Hairdressing Limited ,170.4984935,-45.8930286,Otago Region
9497,Rotorua English Language Academy,176.2423765,-38.1371577,Bay of Plenty Region
9508,Literacy Aotearoa Training,174.7311875,-36.8592946,Auckland Region
9513,ACTS Auckland City Training School,174.878897,-36.9848225,Auckland Region
9515,Target Education,174.8620349,-36.9686844,Auckland Region
9518,ABC College of English,168.6582637,-45.0312933,Otago Region
9520,Te Rito Maioha Early Childhood New Zealand,174.7816684,-41.2717293,Wellington Region
9522,Lakeland Learning Company Limited,176.0758433,-38.6841394,Waikato Region
9531,Excel Ministries Schl of Performing Arts,174.6915949,-36.9048997,Auckland Region
9535,Horowhenua Learning Centre,175.2904339,-40.6265567,Manawatu-Wanganui Region
9565,The Salvation Army Education & Employment,174.7745463,-41.2951017,Wellington Region
9597,Maata Waka Enterprises,172.7001968,-43.5221473,Canterbury Region
9605,Pasifika Education Centre,174.8523612,-36.9577122,Auckland Region
9611,The New Zealand College of Massage,174.7749837,-36.8923903,Auckland Region
9619,Hillary Outdoors Education Centres,175.7720112,-38.9947031,Manawatu-Wanganui Region
9642,Te Pou Oranga O Whakatohea Limited,177.2873454,-38.0040034,Bay of Plenty Region
9644,Trinity Methodist Theological College,174.8412717,-36.8735597,Auckland Region
9646,Turanga Ararau,178.0221503,-38.6681898,Gisborne Region
9656,Nelson Technical Institute Ltd,173.208876,-41.329069,Nelson Region
9660,Gisborne Development Incorporated,178.0157161,-38.6639496,Gisborne Region
9670,NZ School of Acupuncture & TCM,174.775666,-41.2877674,Wellington Region
9671,Frontline Training Consultancy,168.3469002,-46.3950629,Southland Region
9749,Kershaw Training Enterprises,175.2644699,-37.7885965,Waikato Region
9799,Unique New Zealand,174.7485669,-36.7171584,Auckland Region
9804,Network for Fitness Professionals,174.748867,-36.714428,Auckland Region
9816,Nelson English Centre ,173.2841877,-41.2742156,Nelson Region
9840,Regent Training Centre Ltd ,174.314276,-35.7303568,Northland Region
9847,Te Wananga Whare Tapere O Takitimu  ,176.8563504,-39.643639,Hawke's Bay Region
9858,Whenua Iti Trust Incorporated Outdoor Pursuits Centre,-89.7779804,48.6132251,Tasman Region
9860,Kingston Institute of Business & Technology,174.7630138,-36.8478134,Auckland Region
9864,Family Planning,174.77338,-41.292023,Wellington Region
9882,Seabrook McKenzie Centre for Specific Learning Disabilities ,172.6548923,-43.5202642,Canterbury Region
9885,NZ School of Food & Wine  ,174.7625679,-36.8437226,Auckland Region
9916,Training New Zealand,176.0903686,-38.7032638,Waikato Region
9918,Training For You Ltd,175.0444412,-39.9331902,Manawatu-Wanganui Region
9948,Coastguard Boating Education,174.763653,-36.7912102,Auckland Region
9950,Language Schools New Zealand,168.6602517,-45.0274379,Otago Region
9964,People Potential Ltd                    ,174.3187366,-35.7026603,Northland Region
9979,New Zealand Institute of Fashion Technology Limited,174.7648315,-36.8574007,Auckland Region
9981,Valley Education & Training Enterprises,175.5656253,-37.1860744,Waikato Region
